"","sigma_s","rew_multi","sigma","rho","reward"
"565",0.3,10,0.5,0.9,17690.4848721165
"566",0.3,10,0.6,0.9,17087.2339244518
"567",0.3,10,0.7,0.9,16669.5962150295
"568",0.3,10,0.8,0.9,16372.8618584205
"569",0.3,10,0.9,0.9,16156.2712208699
"570",0.3,10,1,0.9,15994.2018364991
"571",0.3,10,1.1,0.9,15870.2099052851
"572",0.3,10,1.2,0.9,15773.4718232502
"573",0.3,10,1.3,0.9,15696.680959233
"574",0.3,10,1.4,0.9,15634.7859575436
"575",0.3,10,1.5,0.9,15584.2171210531
"576",0.3,10,1.6,0.9,15542.4007760476
"577",0.3,10,1.7,0.9,15507.4472646644
"578",0.3,10,1.8,0.9,15477.9460131989
"579",0.3,10,1.9,0.9,15452.8281172752
"580",0.3,10,2,0.9,15431.2724127995
"581",0.3,10,0.1,1,22014.9359529524
"582",0.3,10,0.2,1,21016.764321269
"583",0.3,10,0.3,1,19778.741589233
"584",0.3,10,0.4,1,18620.2449938612
"585",0.3,10,0.5,1,17789.7505417158
"586",0.3,10,0.6,1,17229.1943455001
"587",0.3,10,0.7,1,16843.679111668
"588",0.3,10,0.8,1,16570.5108506691
"589",0.3,10,0.9,1,16371.3357508223
"590",0.3,10,1,1,16222.3526458898
"591",0.3,10,1.1,1,16108.3785658135
"592",0.3,10,1.2,1,16019.4489893588
"593",0.3,10,1.3,1,15948.8467492384
"594",0.3,10,1.4,1,15891.9310421333
"595",0.3,10,1.5,1,15845.4231334172
"596",0.3,10,1.6,1,15806.9592270022
"597",0.3,10,1.7,1,15774.8036425162
"598",0.3,10,1.8,1,15747.6605829161
"599",0.3,10,1.9,1,15724.5479702216
"600",0.3,10,2,1,15704.7112217525
"601",0.3,10,0.1,1.1,22005.9586646371
"602",0.3,10,0.2,1.1,21008.9461169916
"603",0.3,10,0.3,1.1,19777.0571228575
"604",0.3,10,0.4,1.1,18651.5924851635
"605",0.3,10,0.5,1.1,17868.9242897885
"606",0.3,10,0.6,1.1,17349.1599035741
"607",0.3,10,0.7,1.1,16994.1061393364
"608",0.3,10,0.8,1.1,16743.2323864776
"609",0.3,10,0.9,1.1,16560.5341994419
"610",0.3,10,1,1.1,16423.9447904376
"611",0.3,10,1.1,1.1,16319.4709235176
"612",0.3,10,1.2,1.1,16237.9562845646
"613",0.3,10,1.3,1.1,16173.2380543189
"614",0.3,10,1.4,1.1,16121.0618249382
"615",0.3,10,1.5,1.1,16078.423047773
"616",0.3,10,1.6,1.1,16043.1559819301
"617",0.3,10,1.7,1.1,16013.6704560001
"618",0.3,10,1.8,1.1,15988.7792825419
"619",0.3,10,1.9,1.1,15967.5826467321
"620",0.3,10,2,1.1,15949.3891195629
"621",0.3,10,0.1,1.2,21993.7197608988
"622",0.3,10,0.2,1.2,20992.8857184757
"623",0.3,10,0.3,1.2,19761.940016535
"624",0.3,10,0.4,1.2,18667.5815461509
"625",0.3,10,0.5,1.2,17931.1505250787
"626",0.3,10,0.6,1.2,17450.0353542242
"627",0.3,10,0.7,1.2,17123.5369470871
"628",0.3,10,0.8,1.2,16893.482035371
"629",0.3,10,0.9,1.2,16726.1574092832
"630",0.3,10,1,1.2,16601.1364625073
"631",0.3,10,1.1,1.2,16505.5378544264
"632",0.3,10,1.2,1.2,16430.9571457891
"633",0.3,10,1.3,1.2,16371.7464890564
"634",0.3,10,1.4,1.2,16324.0104281147
"635",0.3,10,1.5,1.2,16284.9992946571
"636",0.3,10,1.6,1.2,16252.7316301768
"637",0.3,10,1.7,1.2,16225.7527921584
"638",0.3,10,1.8,1.2,16202.97685663
"639",0.3,10,1.9,1.2,16183.5807822142
"640",0.3,10,2,1.2,16166.9321322527
"641",0.3,10,0.1,1.3,21978.6844404137
"642",0.3,10,0.2,1.3,20969.6936931483
"643",0.3,10,0.3,1.3,19735.4304624122
"644",0.3,10,0.4,1.3,18671.091834387
"645",0.3,10,0.5,1.3,17979.3248526024
"646",0.3,10,0.6,1.3,17534.5286245098
"647",0.3,10,0.7,1.3,17234.5188155135
"648",0.3,10,0.8,1.3,17023.6819727275
"649",0.3,10,0.9,1.3,16870.5283108316
"650",0.3,10,1,1.3,16756.1704812112
"651",0.3,10,1.1,1.3,16668.7567849659
"652",0.3,10,1.2,1.3,16600.5751692135
"653",0.3,10,1.3,1.3,16546.4510008266
"654",0.3,10,1.4,1.3,16502.8184937847
"655",0.3,10,1.5,1.3,16467.1621222754
"656",0.3,10,1.6,1.3,16437.66981529
"657",0.3,10,1.7,1.3,16413.0115958789
"658",0.3,10,1.8,1.3,16392.1947585718
"659",0.3,10,1.9,1.3,16374.4669896755
"660",0.3,10,2,1.3,16359.2502384278
"661",0.3,10,0.1,1.4,21961.2841896229
"662",0.3,10,0.2,1.4,20940.3909996986
"663",0.3,10,0.3,1.4,19699.4365960027
"664",0.3,10,0.4,1.4,18664.7630378207
"665",0.3,10,0.5,1.4,18016.0397999289
"666",0.3,10,0.6,1.4,17605.0966595836
"667",0.3,10,0.7,1.4,17329.4234891854
"668",0.3,10,0.8,1.4,17136.1466552507
"669",0.3,10,0.9,1.4,16995.9175000626
"670",0.3,10,1,1.4,16891.2815444055
"671",0.3,10,1.1,1.4,16811.3322777826
"672",0.3,10,1.2,1.4,16748.9893871882
"673",0.3,10,1.3,1.4,16699.5088998288
"674",0.3,10,1.4,1.4,16659.6247877403
"675",0.3,10,1.5,1.4,16627.0344081744
"676",0.3,10,1.6,1.4,16600.0797480989
"677",0.3,10,1.7,1.4,16577.5442716911
"678",0.3,10,1.8,1.4,16558.5201481379
"679",0.3,10,1.9,1.4,16542.3194988582
"680",0.3,10,2,1.4,16528.4138488049
"681",0.3,10,0.1,1.5,21941.9142803514
"682",0.3,10,0.2,1.5,20905.9046111152
"683",0.3,10,0.3,1.5,19655.7192381167
"684",0.3,10,0.4,1.5,18650.9591172114
"685",0.3,10,0.5,1.5,18043.5588929114
"686",0.3,10,0.6,1.5,17663.9197968853
"687",0.3,10,0.7,1.5,17410.4111745089
"688",0.3,10,0.8,1.5,17233.0346833651
"689",0.3,10,0.9,1.5,17104.4843294211
"690",0.3,10,1,1.5,17008.6284754125
"691",0.3,10,1.1,1.5,16935.4211790181
"692",0.3,10,1.2,1.5,16878.3537311859
"693",0.3,10,1.3,1.5,16833.0707457752
"694",0.3,10,1.4,1.5,16796.5763698583
"695",0.3,10,1.5,1.5,16766.7597822529
"696",0.3,10,1.6,1.5,16742.1018061507
"697",0.3,10,1.7,1.5,16721.4881735524
"698",0.3,10,1.8,1.5,16704.0876018599
"699",0.3,10,1.9,1.5,16689.2703532625
"700",0.3,10,2,1.5,16676.5527062229
"701",0.3,10,0.1,1.6,21920.9326776918
"702",0.3,10,0.2,1.6,20867.0674822637
"703",0.3,10,0.3,1.6,19605.8847044887
"704",0.3,10,0.4,1.6,18631.7486850368
"705",0.3,10,0.5,1.6,18063.8138167719
"706",0.3,10,0.6,1.6,17712.8980244918
"707",0.3,10,0.7,1.6,17479.4156337813
"708",0.3,10,0.8,1.6,17316.3217772366
"709",0.3,10,0.9,1.6,17198.2393976472
"710",0.3,10,1,1.6,17110.2481756036
"711",0.3,10,1.1,1.6,17043.0797276087
"712",0.3,10,1.2,1.6,16990.7386527055
"713",0.3,10,1.3,1.6,16949.2175371132
"714",0.3,10,1.4,1.6,16915.762172135
"715",0.3,10,1.5,1.6,16888.433233305
"716",0.3,10,1.6,1.6,16865.835671396
"717",0.3,10,1.7,1.6,16846.9466722779
"718",0.3,10,1.8,1.6,16831.0034293754
"719",0.3,10,1.9,1.6,16817.4282334223
"720",0.3,10,2,1.6,16805.7774263524
"721",0.3,10,0.1,1.7,21898.6600268156
"722",0.3,10,0.2,1.7,20824.6217825982
"723",0.3,10,0.3,1.7,19551.3840016117
"724",0.3,10,0.4,1.7,18608.8993646393
"725",0.3,10,0.5,1.7,18078.4189147807
"726",0.3,10,0.6,1.7,17753.6626287549
"727",0.3,10,0.7,1.7,17538.1445093433
"728",0.3,10,0.8,1.7,17387.7897515132
"729",0.3,10,0.9,1.7,17279.0239728079
"730",0.3,10,1,1.7,17198.0273519493
"731",0.3,10,1.1,1.7,17136.229134247
"732",0.3,10,1.2,1.7,17088.0917711048
"733",0.3,10,1.3,1.7,17049.9173715319
"734",0.3,10,1.4,1.7,17019.1664035896
"735",0.3,10,1.5,1.7,16994.0518291873
"736",0.3,10,1.6,1.7,16973.2888149279
"737",0.3,10,1.7,1.7,16955.9357619322
"738",0.3,10,1.8,1.7,16941.2906880471
"739",0.3,10,1.9,1.7,16928.8221119484
"740",0.3,10,2,1.7,16918.1219830107
"741",0.3,10,0.1,1.8,21875.380438249
"742",0.3,10,0.2,1.8,20779.2244092051
"743",0.3,10,0.3,1.8,19493.516797831
"744",0.3,10,0.4,1.8,18583.8838869503
"745",0.3,10,0.5,1.8,18088.6974493056
"746",0.3,10,0.6,1.8,17787.5975384211
"747",0.3,10,0.7,1.8,17588.0897846151
"748",0.3,10,0.8,1.8,17449.0268952041
"749",0.3,10,0.9,1.8,17348.5021264466
"750",0.3,10,1,1.8,17273.6880826512
"751",0.3,10,1.1,1.8,17216.635920358
"752",0.3,10,1.2,1.8,17172.2140244155
"753",0.3,10,1.3,1.8,17136.9982080773
"754",0.3,10,1.4,1.8,17108.6385419862
"755",0.3,10,1.5,1.8,17085.4824204318
"756",0.3,10,1.6,1.8,17066.3422924111
"757",0.3,10,1.7,1.8,17050.3482494343
"758",0.3,10,1.8,1.8,17036.8520097986
"759",0.3,10,1.9,1.8,17025.3629148531
"760",0.3,10,2,1.8,17015.5043655257
"761",0.3,10,0.1,1.9,21851.342842518
"762",0.3,10,0.2,1.9,20731.4539319201
"763",0.3,10,0.3,1.9,19433.4386711357
"764",0.3,10,0.4,1.9,18557.8956500419
"765",0.3,10,0.5,1.9,18095.714688667
"766",0.3,10,0.6,1.9,17815.8657936118
"767",0.3,10,0.7,1.9,17630.5443045343
"768",0.3,10,0.8,1.9,17501.4359482205
"769",0.3,10,0.9,1.9,17408.1619180257
"770",0.3,10,1,1.9,17338.7836536067
"771",0.3,10,1.1,1.9,17285.9035181217
"772",0.3,10,1.2,1.9,17244.7478788531
"773",0.3,10,1.3,1.9,17212.1333326118
"774",0.3,10,1.4,1.9,17185.8765538065
"775",0.3,10,1.5,1.9,17164.443003375
"776",0.3,10,1.6,1.9,17146.7305566821
"777",0.3,10,1.7,1.9,17131.932260666
"778",0.3,10,1.8,1.9,17119.4469971533
"779",0.3,10,1.9,1.9,17108.8199671528
"780",0.3,10,2,1.9,17099.7022048129
"781",0.3,10,0.1,2,21826.7627312812
"782",0.3,10,0.2,2,20681.8182726035
"783",0.3,10,0.3,2,19372.1702750998
"784",0.3,10,0.4,2,18531.871462726
"785",0.3,10,0.5,2,18100.3137924971
"786",0.3,10,0.6,2,17839.4377517355
"787",0.3,10,0.7,2,17666.6213098664
"788",0.3,10,0.8,2,17546.2467079309
"789",0.3,10,0.9,2,17459.3226480275
"790",0.3,10,1,2,17394.7016455518
"791",0.3,10,1.1,2,17345.4720726475
"792",0.3,10,1.2,2,17307.1745054689
"793",0.3,10,1.3,2,17276.8364091856
"794",0.3,10,1.4,2,17252.4202050011
"795",0.3,10,1.5,2,17232.4945899319
"796",0.3,10,1.6,2,17216.0321228117
"797",0.3,10,1.7,2,17202.2808892318
"798",0.3,10,1.8,2,17190.6810075223
"799",0.3,10,1.9,2,17180.8090362373
"800",0.3,10,2,2,17172.3401772764
"801",0.3,15,0.1,0.1,21864.9674284337
"802",0.3,15,0.2,0.1,20512.8961143606
"803",0.3,15,0.3,0.1,18839.4683014712
"804",0.3,15,0.4,0.1,17154.8208425264
"805",0.3,15,0.5,0.1,15810.7160669497
"806",0.3,15,0.6,0.1,14848.4342718146
"807",0.3,15,0.7,0.1,14174.4246157335
"808",0.3,15,0.8,0.1,13696.7074509643
"809",0.3,15,0.9,0.1,13350.5103991703
"810",0.3,15,1,0.1,13093.54812656
"811",0.3,15,1.1,0.1,12898.4497445231
"812",0.3,15,1.2,0.1,12747.2546406746
"813",0.3,15,1.3,0.1,12627.9278327182
"814",0.3,15,1.4,0.1,12532.2207261544
"815",0.3,15,1.5,0.1,12454.3539328091
"816",0.3,15,1.6,0.1,12390.1936980955
"817",0.3,15,1.7,0.1,12336.726657695
"818",0.3,15,1.8,0.1,12291.7177754596
"819",0.3,15,1.9,0.1,12253.4829473576
"820",0.3,15,2,0.1,12220.7348432288
"821",0.3,15,0.1,0.2,21907.9045130694
"822",0.3,15,0.2,0.2,20633.8064445195
"823",0.3,15,0.3,0.2,19050.7988749056
"824",0.3,15,0.4,0.2,17452.2017845807
"825",0.3,15,0.5,0.2,16171.3502913705
"826",0.3,15,0.6,0.2,15249.734053238
"827",0.3,15,0.7,0.2,14601.1498881921
"828",0.3,15,0.8,0.2,14139.6367743676
"829",0.3,15,0.9,0.2,13804.1316969638
"830",0.3,15,1,0.2,13554.4917793936
"831",0.3,15,1.1,0.2,13364.5859622596
"832",0.3,15,1.2,0.2,13217.1892702461
"833",0.3,15,1.3,0.2,13100.717452996
"834",0.3,15,1.4,0.2,13007.2073493482
"835",0.3,15,1.5,0.2,12931.0660914374
"836",0.3,15,1.6,0.2,12868.285383667
"837",0.3,15,1.7,0.2,12815.938491019
"838",0.3,15,1.8,0.2,12771.8516250112
"839",0.3,15,1.9,0.2,12734.3849141403
"840",0.3,15,2,0.2,12702.2835889343
"841",0.3,15,0.1,0.3,21943.333571509
"842",0.3,15,0.2,0.3,20736.2767666681
"843",0.3,15,0.3,0.3,19232.2511149819
"844",0.3,15,0.4,0.3,17712.3382300858
"845",0.3,15,0.5,0.3,16494.1730026813
"846",0.3,15,0.6,0.3,15616.0930181493
"847",0.3,15,0.7,0.3,14996.4845183371
"848",0.3,15,0.8,0.3,14554.382704999
"849",0.3,15,0.9,0.3,14232.2142440154
"850",0.3,15,1,0.3,13992.0165366852
"851",0.3,15,1.1,0.3,13808.9941648459
"852",0.3,15,1.2,0.3,13666.7508217876
"853",0.3,15,1.3,0.3,13554.2289546979
"854",0.3,15,1.4,0.3,13463.8094421199
"855",0.3,15,1.5,0.3,13390.1303132711
"856",0.3,15,1.6,0.3,13329.3422347258
"857",0.3,15,1.7,0.3,13278.6305016552
"858",0.3,15,1.8,0.3,13235.9019773997
"859",0.3,15,1.9,0.3,13199.5759806256
"860",0.3,15,2,0.3,13168.4419431908
"861",0.3,15,0.1,0.4,21971.5642859897
"862",0.3,15,0.2,0.4,20820.9982452165
"863",0.3,15,0.3,0.4,19384.6190190218
"864",0.3,15,0.4,0.4,17935.8121059003
"865",0.3,15,0.5,0.4,16778.9998825644
"866",0.3,15,0.6,0.4,15946.3360931577
"867",0.3,15,0.7,0.4,15358.3620884221
"868",0.3,15,0.8,0.4,14938.1781951493
"869",0.3,15,0.9,0.4,14631.4634295672
"870",0.3,15,1,0.4,14402.4327400866
"871",0.3,15,1.1,0.4,14227.6860865837
"872",0.3,15,1.2,0.4,14091.7219453884
"873",0.3,15,1.3,0.4,13984.0663668609
"874",0.3,15,1.4,0.4,13897.4895322713
"875",0.3,15,1.5,0.4,13826.8953566606
"876",0.3,15,1.6,0.4,13768.6202879539
"877",0.3,15,1.7,0.4,13719.9822239009
"878",0.3,15,1.8,0.4,13678.9845421522
"879",0.3,15,1.9,0.4,13644.1180721213
"880",0.3,15,2,0.4,13614.2260958034
"881",0.3,15,0.1,0.5,21992.9851328313
"882",0.3,15,0.2,0.5,20888.8803041922
"883",0.3,15,0.3,0.5,19509.1469562344
"884",0.3,15,0.4,0.5,18123.9787813235
"885",0.3,15,0.5,0.5,17026.6962318859
"886",0.3,15,0.6,0.5,16240.4662600811
"887",0.3,15,0.7,0.5,15685.9231780654
"888",0.3,15,0.8,0.5,15289.4467143387
"889",0.3,15,0.9,0.5,14999.7424399736
"890",0.3,15,1,0.5,14783.172586837
"891",0.3,15,1.1,0.5,14617.7613376118
"892",0.3,15,1.2,0.5,14488.9428715429
"893",0.3,15,1.3,0.5,14386.8649655809
"894",0.3,15,1.4,0.5,14304.7187445345
"895",0.3,15,1.5,0.5,14237.6991555611
"896",0.3,15,1.6,0.5,14182.3480905055
"897",0.3,15,1.7,0.5,14136.1313623505
"898",0.3,15,1.8,0.5,14097.1608115739
"899",0.3,15,1.9,0.5,14064.0081487353
"900",0.3,15,2,0.5,14035.5779028352
"901",0.3,15,0.1,0.6,22008.047009416
"902",0.3,15,0.2,0.6,20941.0030944382
"903",0.3,15,0.3,0.6,19607.4489352951
"904",0.3,15,0.4,0.6,18278.8439697703
"905",0.3,15,0.5,0.6,17239.0159909603
"906",0.3,15,0.6,0.6,16499.5057991709
"907",0.3,15,0.7,0.6,15979.3874755319
"908",0.3,15,0.8,0.6,15607.7130621669
"909",0.3,15,0.9,0.6,15336.0193800943
"910",0.3,15,1,0.6,15132.7681378429
"911",0.3,15,1.1,0.6,14977.4107644797
"912",0.3,15,1.2,0.6,14856.3353641885
"913",0.3,15,1.3,0.6,14760.3319638793
"914",0.3,15,1.4,0.6,14683.0311707007
"915",0.3,15,1.5,0.6,14619.9344591597
"916",0.3,15,1.6,0.6,14567.8017029075
"917",0.3,15,1.7,0.6,14524.2566414887
"918",0.3,15,1.8,0.6,14487.5275410048
"919",0.3,15,1.9,0.6,14456.2733330054
"920",0.3,15,2,0.6,14429.4648597344
"921",0.3,15,0.1,0.7,22017.2456377774
"922",0.3,15,0.2,0.7,20978.5679489378
"923",0.3,15,0.3,0.7,19681.4208719198
"924",0.3,15,0.4,0.7,18402.9237136179
"925",0.3,15,0.5,0.7,17418.4097649483
"926",0.3,15,0.6,0.7,16725.2938934229
"927",0.3,15,0.7,0.7,16239.871823941
"928",0.3,15,0.8,0.7,15893.4520220975
"929",0.3,15,0.9,0.7,15640.2463052367
"930",0.3,15,1,0.7,15450.7570151195
"931",0.3,15,1.1,0.7,15305.8445156188
"932",0.3,15,1.2,0.7,15192.8492563192
"933",0.3,15,1.3,0.7,15103.2082566708
"934",0.3,15,1.4,0.7,15030.9981791699
"935",0.3,15,1.5,0.7,14972.0335832086
"936",0.3,15,1.6,0.7,14923.2981900101
"937",0.3,15,1.7,0.7,14882.5786663769
"938",0.3,15,1.8,0.7,14848.2238702309
"939",0.3,15,1.9,0.7,14818.983387952
"940",0.3,15,2,0.7,14793.8971935731
"941",0.3,15,0.1,0.8,22021.1041497628
"942",0.3,15,0.2,0.8,21002.8491805049
"943",0.3,15,0.3,0.8,19733.1527310837
"944",0.3,15,0.4,0.8,18499.098780998
"945",0.3,15,0.5,0.8,17567.8206611423
"946",0.3,15,0.6,0.8,16920.2655081609
"947",0.3,15,0.7,0.8,16469.1810673607
"948",0.3,15,0.8,0.8,16147.9010563997
"949",0.3,15,0.9,0.8,15913.1946293837
"950",0.3,15,1,0.8,15737.5382564223
"951",0.3,15,1.1,0.8,15603.1653606151
"952",0.3,15,1.2,0.8,15498.3503976109
"953",0.3,15,1.3,0.8,15415.1685549748
"954",0.3,15,1.4,0.8,15348.1387139479
"955",0.3,15,1.5,0.8,15293.3872247576
"956",0.3,15,1.6,0.8,15248.1216118586
"957",0.3,15,1.7,0.8,15210.2919999041
"958",0.3,15,1.8,0.8,15178.3685968539
"959",0.3,15,1.9,0.8,15151.1924551878
"960",0.3,15,2,0.8,15127.8734612816
"961",0.3,15,0.1,0.9,22020.1569947532
"962",0.3,15,0.2,0.9,21015.1499733279
"963",0.3,15,0.3,0.9,19764.846159201
"964",0.3,15,0.4,0.9,18570.4732776704
"965",0.3,15,0.5,0.9,17690.4848721165
"966",0.3,15,0.6,0.9,17087.2339244518
"967",0.3,15,0.7,0.9,16669.5962150295
"968",0.3,15,0.8,0.9,16372.8618584205
"969",0.3,15,0.9,0.9,16156.2712208699
"970",0.3,15,1,0.9,15994.2018364991
"971",0.3,15,1.1,0.9,15870.2099052851
"972",0.3,15,1.2,0.9,15773.4718232502
"973",0.3,15,1.3,0.9,15696.680959233
"974",0.3,15,1.4,0.9,15634.7859575436
"975",0.3,15,1.5,0.9,15584.2171210531
"976",0.3,15,1.6,0.9,15542.4007760476
"977",0.3,15,1.7,0.9,15507.4472646644
"978",0.3,15,1.8,0.9,15477.9460131989
"979",0.3,15,1.9,0.9,15452.8281172752
"980",0.3,15,2,0.9,15431.2724127995
"981",0.3,15,0.1,1,22014.9359529524
"982",0.3,15,0.2,1,21016.764321269
"983",0.3,15,0.3,1,19778.741589233
"984",0.3,15,0.4,1,18620.2449938612
"985",0.3,15,0.5,1,17789.7505417158
"986",0.3,15,0.6,1,17229.1943455001
"987",0.3,15,0.7,1,16843.679111668
"988",0.3,15,0.8,1,16570.5108506691
"989",0.3,15,0.9,1,16371.3357508223
"990",0.3,15,1,1,16222.3526458898
"991",0.3,15,1.1,1,16108.3785658135
"992",0.3,15,1.2,1,16019.4489893588
"993",0.3,15,1.3,1,15948.8467492384
"994",0.3,15,1.4,1,15891.9310421333
"995",0.3,15,1.5,1,15845.4231334172
"996",0.3,15,1.6,1,15806.9592270022
"997",0.3,15,1.7,1,15774.8036425162
"998",0.3,15,1.8,1,15747.6605829161
"999",0.3,15,1.9,1,15724.5479702216
"1000",0.3,15,2,1,15704.7112217525
"1001",0.3,15,0.1,1.1,22005.9586646371
"1002",0.3,15,0.2,1.1,21008.9461169916
"1003",0.3,15,0.3,1.1,19777.0571228575
"1004",0.3,15,0.4,1.1,18651.5924851635
"1005",0.3,15,0.5,1.1,17868.9242897885
"1006",0.3,15,0.6,1.1,17349.1599035741
"1007",0.3,15,0.7,1.1,16994.1061393364
"1008",0.3,15,0.8,1.1,16743.2323864776
"1009",0.3,15,0.9,1.1,16560.5341994419
"1010",0.3,15,1,1.1,16423.9447904376
"1011",0.3,15,1.1,1.1,16319.4709235176
"1012",0.3,15,1.2,1.1,16237.9562845646
"1013",0.3,15,1.3,1.1,16173.2380543189
"1014",0.3,15,1.4,1.1,16121.0618249382
"1015",0.3,15,1.5,1.1,16078.423047773
"1016",0.3,15,1.6,1.1,16043.1559819301
"1017",0.3,15,1.7,1.1,16013.6704560001
"1018",0.3,15,1.8,1.1,15988.7792825419
"1019",0.3,15,1.9,1.1,15967.5826467321
"1020",0.3,15,2,1.1,15949.3891195629
"1021",0.3,15,0.1,1.2,21993.7197608988
"1022",0.3,15,0.2,1.2,20992.8857184757
"1023",0.3,15,0.3,1.2,19761.940016535
"1024",0.3,15,0.4,1.2,18667.5815461509
"1025",0.3,15,0.5,1.2,17931.1505250787
"1026",0.3,15,0.6,1.2,17450.0353542242
"1027",0.3,15,0.7,1.2,17123.5369470871
"1028",0.3,15,0.8,1.2,16893.482035371
"1029",0.3,15,0.9,1.2,16726.1574092832
"1030",0.3,15,1,1.2,16601.1364625073
"1031",0.3,15,1.1,1.2,16505.5378544264
"1032",0.3,15,1.2,1.2,16430.9571457891
"1033",0.3,15,1.3,1.2,16371.7464890564
"1034",0.3,15,1.4,1.2,16324.0104281147
"1035",0.3,15,1.5,1.2,16284.9992946571
"1036",0.3,15,1.6,1.2,16252.7316301768
"1037",0.3,15,1.7,1.2,16225.7527921584
"1038",0.3,15,1.8,1.2,16202.97685663
"1039",0.3,15,1.9,1.2,16183.5807822142
"1040",0.3,15,2,1.2,16166.9321322527
"1041",0.3,15,0.1,1.3,21978.6844404137
"1042",0.3,15,0.2,1.3,20969.6936931483
"1043",0.3,15,0.3,1.3,19735.4304624122
"1044",0.3,15,0.4,1.3,18671.091834387
"1045",0.3,15,0.5,1.3,17979.3248526024
"1046",0.3,15,0.6,1.3,17534.5286245098
"1047",0.3,15,0.7,1.3,17234.5188155135
"1048",0.3,15,0.8,1.3,17023.6819727275
"1049",0.3,15,0.9,1.3,16870.5283108316
"1050",0.3,15,1,1.3,16756.1704812112
"1051",0.3,15,1.1,1.3,16668.7567849659
"1052",0.3,15,1.2,1.3,16600.5751692135
"1053",0.3,15,1.3,1.3,16546.4510008266
"1054",0.3,15,1.4,1.3,16502.8184937847
"1055",0.3,15,1.5,1.3,16467.1621222754
"1056",0.3,15,1.6,1.3,16437.66981529
"1057",0.3,15,1.7,1.3,16413.0115958789
"1058",0.3,15,1.8,1.3,16392.1947585718
"1059",0.3,15,1.9,1.3,16374.4669896755
"1060",0.3,15,2,1.3,16359.2502384278
"1061",0.3,15,0.1,1.4,21961.2841896229
"1062",0.3,15,0.2,1.4,20940.3909996986
"1063",0.3,15,0.3,1.4,19699.4365960027
"1064",0.3,15,0.4,1.4,18664.7630378207
"1065",0.3,15,0.5,1.4,18016.0397999289
"1066",0.3,15,0.6,1.4,17605.0966595836
"1067",0.3,15,0.7,1.4,17329.4234891854
"1068",0.3,15,0.8,1.4,17136.1466552507
"1069",0.3,15,0.9,1.4,16995.9175000626
"1070",0.3,15,1,1.4,16891.2815444055
"1071",0.3,15,1.1,1.4,16811.3322777826
"1072",0.3,15,1.2,1.4,16748.9893871882
"1073",0.3,15,1.3,1.4,16699.5088998288
"1074",0.3,15,1.4,1.4,16659.6247877403
"1075",0.3,15,1.5,1.4,16627.0344081744
"1076",0.3,15,1.6,1.4,16600.0797480989
"1077",0.3,15,1.7,1.4,16577.5442716911
"1078",0.3,15,1.8,1.4,16558.5201481379
"1079",0.3,15,1.9,1.4,16542.3194988582
"1080",0.3,15,2,1.4,16528.4138488049
"1081",0.3,15,0.1,1.5,21941.9142803514
"1082",0.3,15,0.2,1.5,20905.9046111152
"1083",0.3,15,0.3,1.5,19655.7192381167
"1084",0.3,15,0.4,1.5,18650.9591172114
"1085",0.3,15,0.5,1.5,18043.5588929114
"1086",0.3,15,0.6,1.5,17663.9197968853
"1087",0.3,15,0.7,1.5,17410.4111745089
"1088",0.3,15,0.8,1.5,17233.0346833651
"1089",0.3,15,0.9,1.5,17104.4843294211
"1090",0.3,15,1,1.5,17008.6284754125
"1091",0.3,15,1.1,1.5,16935.4211790181
"1092",0.3,15,1.2,1.5,16878.3537311859
"1093",0.3,15,1.3,1.5,16833.0707457752
"1094",0.3,15,1.4,1.5,16796.5763698583
"1095",0.3,15,1.5,1.5,16766.7597822529
"1096",0.3,15,1.6,1.5,16742.1018061507
"1097",0.3,15,1.7,1.5,16721.4881735524
"1098",0.3,15,1.8,1.5,16704.0876018599
"1099",0.3,15,1.9,1.5,16689.2703532625
"1100",0.3,15,2,1.5,16676.5527062229
"1101",0.3,15,0.1,1.6,21920.9326776918
"1102",0.3,15,0.2,1.6,20867.0674822637
"1103",0.3,15,0.3,1.6,19605.8847044887
"1104",0.3,15,0.4,1.6,18631.7486850368
"1105",0.3,15,0.5,1.6,18063.8138167719
"1106",0.3,15,0.6,1.6,17712.8980244918
"1107",0.3,15,0.7,1.6,17479.4156337813
"1108",0.3,15,0.8,1.6,17316.3217772366
"1109",0.3,15,0.9,1.6,17198.2393976472
"1110",0.3,15,1,1.6,17110.2481756036
"1111",0.3,15,1.1,1.6,17043.0797276087
"1112",0.3,15,1.2,1.6,16990.7386527055
"1113",0.3,15,1.3,1.6,16949.2175371132
"1114",0.3,15,1.4,1.6,16915.762172135
"1115",0.3,15,1.5,1.6,16888.433233305
"1116",0.3,15,1.6,1.6,16865.835671396
"1117",0.3,15,1.7,1.6,16846.9466722779
"1118",0.3,15,1.8,1.6,16831.0034293754
"1119",0.3,15,1.9,1.6,16817.4282334223
"1120",0.3,15,2,1.6,16805.7774263524
"1121",0.3,15,0.1,1.7,21898.6600268156
"1122",0.3,15,0.2,1.7,20824.6217825982
"1123",0.3,15,0.3,1.7,19551.3840016117
"1124",0.3,15,0.4,1.7,18608.8993646393
"1125",0.3,15,0.5,1.7,18078.4189147807
"1126",0.3,15,0.6,1.7,17753.6626287549
"1127",0.3,15,0.7,1.7,17538.1445093433
"1128",0.3,15,0.8,1.7,17387.7897515132
"1129",0.3,15,0.9,1.7,17279.0239728079
