"","sigma","omega.1","omega.2","omega.3","rho","lp__","subjid"
"886",0.227810094866513,0.403496154838596,0.23446797295738,0.362035872204025,0.123742956569982,-3776.62480807964,2078
"887",0.19022477681694,0.415164888631344,0.222823957410543,0.362011153958113,0.160692303031141,-3771.91836532391,2078
"888",0.19951151301693,0.3970203687099,0.223780833363816,0.379198797926284,0.171284096840237,-3771.27337191051,2078
"889",0.169740868767907,0.397493456216999,0.228423670986745,0.374082872796256,0.169402829733593,-3771.48059830491,2078
"890",0.190135898709183,0.393519432591859,0.224114873213864,0.382365694194278,0.223446462323845,-3770.4392027726,2078
"891",0.188722252281513,0.388107377450936,0.234497767622306,0.377394854926758,0.181374235183143,-3769.81804196428,2078
"892",0.204296819840159,0.387868195351835,0.224243451141248,0.387888353506916,0.250928760645665,-3772.30494285689,2078
"893",0.18800663804156,0.381593726857901,0.238624019585021,0.379782253557079,0.21233989052208,-3769.54263243722,2078
"894",0.199885737528089,0.394414195970048,0.236608587311843,0.368977216718109,0.26790912203299,-3771.0210623785,2078
"895",0.169163849589749,0.394087976661166,0.231698915273786,0.374213108065048,0.239727956161054,-3769.96677630964,2078
"896",0.168887322028928,0.392248092129256,0.233974710235882,0.373777197634862,0.214240708773679,-3769.97141340922,2078
"897",0.189439898753804,0.408319216259556,0.236467252311769,0.355213531428675,0.252941370888006,-3771.6942006546,2078
"898",0.185007470038125,0.396946898891775,0.227652023899385,0.37540107720884,0.234005014698107,-3769.61677193736,2078
"899",0.173987218813168,0.399254152045377,0.225121216182992,0.37562463177163,0.181598824650812,-3771.00417478411,2078
"900",0.200193867867724,0.382546951586525,0.233476095793625,0.383976952619851,0.213562985527244,-3770.21716214969,2078
"901",0.19967746481961,0.391587753254554,0.23408381235801,0.374328434387436,0.236315160392022,-3769.94634621382,2078
"902",0.162513276801601,0.394061175878465,0.24085338615205,0.365085437969486,0.245217104990926,-3771.57441592155,2078
"903",0.188132735780578,0.398763638116265,0.233658686895264,0.367577674988471,0.239759758189371,-3769.64894078108,2078
"904",0.197213477065896,0.396403045115996,0.229026583456771,0.374570371427233,0.187441325027714,-3769.94323153786,2078
"905",0.180404858867151,0.394148121316832,0.228890377319005,0.376961501364163,0.208938847484321,-3769.56685550901,2078
"906",0.210184851609691,0.38891232403245,0.236299556122525,0.374788119845025,0.160387471532808,-3771.84071493805,2078
"907",0.177191039697587,0.387702795083027,0.236510530760074,0.375786674156899,0.215519993132733,-3769.39706711503,2078
"908",0.193764278066037,0.401396580722758,0.222646152509537,0.375957266767705,0.171016604804977,-3771.14086551048,2078
"909",0.203171203743286,0.365327416811315,0.234272811387479,0.400399771801206,0.190656805235201,-3773.40786212206,2078
"910",0.189575719651084,0.373383766166154,0.240966662544824,0.385649571289022,0.236267611658607,-3770.19828424962,2078
"911",0.152704679905059,0.395171385981066,0.241878292945734,0.3629503210732,0.353480979514029,-3776.10238446222,2078
"912",0.16390280628308,0.37477708815657,0.232895913708166,0.392326998135263,0.181680330900786,-3772.62381378404,2078
"913",0.201238180664208,0.380653291041222,0.232081273886696,0.387265435072082,0.201805799490679,-3770.72466052451,2078
"914",0.192953348781324,0.393995024654501,0.239228704475947,0.366776270869552,0.17382086298812,-3770.71861977355,2078
"915",0.198357479426889,0.399502684125427,0.233394034682722,0.367103281191851,0.144927249131665,-3771.90703171095,2078
"916",0.167207651209127,0.396102636356286,0.233133879133503,0.370763484510211,0.188473333078762,-3770.80222357509,2078
"917",0.182594308702643,0.393435450297708,0.237067719671322,0.36949683003097,0.270398684206493,-3770.14313636179,2078
"918",0.180017913984696,0.393324422583338,0.240878859600822,0.36579671781584,0.29694382635226,-3771.58741915592,2078
"919",0.160213762232129,0.379632390157637,0.237959120907687,0.382408488934676,0.2144407798164,-3771.18382078439,2078
"920",0.188319824844343,0.403404365799669,0.224187508657995,0.372408125542336,0.21139151074324,-3770.03103690071,2078
"921",0.182334782021188,0.388775451094428,0.221677548818688,0.389547000086885,0.199450868173749,-3771.93583354981,2078
"922",0.16978878932523,0.399763118354599,0.227020255503107,0.373216626142294,0.203307488992699,-3770.57672113118,2078
"923",0.170940396328771,0.389792347317496,0.231530219990196,0.378677432692308,0.184970639434397,-3770.51699315525,2078
"924",0.183269868987492,0.390743396347684,0.238089095097026,0.37116750855529,0.229838285361114,-3769.46671848866,2078
"925",0.214941419346052,0.389547139980362,0.233512563826985,0.376940296192653,0.188498598687249,-3771.41878514534,2078
"926",0.172115172596474,0.382298106261133,0.225285479610381,0.392416414128486,0.249375365120943,-3771.88211191533,2078
"927",0.18508281061585,0.369336781484164,0.249895669841162,0.380767548674674,0.227476964308811,-3771.44029715536,2078
"928",0.182752593414565,0.399575377760586,0.225608103498524,0.37481651874089,0.216606612343149,-3769.84234705798,2078
"929",0.171200690840166,0.386766101507129,0.231354747822026,0.381879150670845,0.230346602555783,-3769.92368877612,2078
"930",0.187842690324644,0.41000024574762,0.239226714141262,0.350773040111118,0.210170709044188,-3772.39145008795,2078
"931",0.166088917494393,0.360015114085618,0.244561130444032,0.39542375547035,0.209090327137018,-3772.51481423293,2078
"932",0.166194989369995,0.381162642129061,0.233856317169835,0.384981040701104,0.218882654413907,-3770.50738030695,2078
"933",0.192042858765602,0.364231579065144,0.242936005433543,0.392832415501312,0.270582783017327,-3771.92154042065,2078
"934",0.190354987063545,0.375437765199624,0.23583030459352,0.388731930206856,0.213784641648511,-3770.17432076308,2078
"935",0.161831523410697,0.410102063462617,0.231460079656268,0.358437856881115,0.214026789285535,-3772.45595068796,2078
"936",0.180537538858984,0.375077758691128,0.238986252349147,0.385935988959725,0.249317986778095,-3769.94537268368,2078
"937",0.186981802891958,0.379806408029502,0.229663686993702,0.390529904976796,0.294657097517496,-3771.86283613908,2078
"938",0.205177208911091,0.396147615359808,0.238048875352591,0.365803509287601,0.226679720752143,-3770.91891623383,2078
"939",0.195021277672045,0.409409678721351,0.236702621730838,0.353887699547811,0.230959047556831,-3771.75642840522,2078
"940",0.170911664035436,0.369802715231616,0.242179184856073,0.388018099912311,0.311926530945797,-3771.86589710746,2078
"941",0.195000676536721,0.39583796051387,0.228651343449649,0.375510696036482,0.286817593999681,-3771.21415507951,2078
"942",0.183382440768093,0.389388950892591,0.22601514693101,0.384595902176399,0.161517912917107,-3771.73562474017,2078
"943",0.17874925134339,0.401304878666728,0.219133933362462,0.37956118797081,0.158904732828875,-3773.149655725,2078
"944",0.172206543260354,0.372254554610209,0.247767245846178,0.379978199543613,0.301124310441821,-3772.03489045913,2078
"945",0.172452764944368,0.391850333644532,0.233495260193483,0.374654406161985,0.248732723906906,-3769.70851012056,2078
"946",0.173118260936286,0.388775166886966,0.223729666750756,0.387495166362278,0.194680174864158,-3771.77984833316,2078
"947",0.201972416110239,0.379690831357753,0.232604666727185,0.387704501915062,0.223769294463674,-3770.79730317345,2078
"948",0.201173291325577,0.36727604812923,0.240781756189101,0.391942195681669,0.183060099826563,-3772.16462817761,2078
"949",0.196713100902458,0.388887332853914,0.227287598181123,0.383825068964963,0.223170172586702,-3770.35452677065,2078
"950",0.196492453239579,0.402516651635948,0.221543519378486,0.375939828985566,0.164939242386038,-3771.64557627893,2078
"951",0.158468359863077,0.402039113854036,0.232609075005497,0.365351811140467,0.187779431910021,-3772.63077828794,2078
"952",0.185055008650962,0.377642535446219,0.233922450749721,0.38843501380406,0.29409335364006,-3771.20247483458,2078
"953",0.194005537228951,0.412161744362244,0.217832393740669,0.370005861897087,0.176941022694912,-3771.95982686832,2078
"954",0.16935795036043,0.372082262135558,0.243211762189406,0.384705975675037,0.256524041401725,-3770.6627409204,2078
"955",0.17797355809111,0.369047522849289,0.240369380381715,0.390583096768996,0.24099051614948,-3770.46697240636,2078
"956",0.191667191847074,0.371412404432941,0.238271197210733,0.390316398356325,0.247865286940351,-3770.69429634368,2078
"957",0.191761197232938,0.397882675970831,0.231132014689383,0.370985309339786,0.13155256050573,-3772.79968348081,2078
"958",0.176376780904745,0.389547951818799,0.229900067432292,0.380551980748909,0.242948606464965,-3769.7492694173,2078
"959",0.180376690377201,0.384766213412846,0.24205293933739,0.373180847249764,0.233915805461965,-3769.84345702933,2078
"960",0.21159052730165,0.369282140248065,0.243379805338474,0.387338054413461,0.243441126520166,-3772.96549878435,2078
"961",0.171124785657554,0.394277810947533,0.228194845446711,0.377527343605756,0.20069749325194,-3770.34988933666,2078
"962",0.201238180664208,0.380653291041222,0.232081273886696,0.387265435072082,0.201805799490679,-3770.72466052451,2078
"963",0.192708340066611,0.38893512918803,0.2345553898904,0.37650948092157,0.219381003210719,-3769.38675379431,2078
"964",0.195330288965485,0.406220443094232,0.216833718159278,0.37694583874649,0.208314560341238,-3771.97250282288,2078
"965",0.177449561468603,0.371586335488294,0.242544366176654,0.385869298335053,0.202180352274652,-3770.50526021647,2078
"966",0.166017953392497,0.403075683448023,0.229027324640621,0.367896991911356,0.196368454768537,-3771.16403093193,2078
"967",0.190123463997525,0.399088669811326,0.22511674867337,0.375794581515304,0.246085306807985,-3770.2254228057,2078
"968",0.198207442614819,0.388362110596049,0.239256463355701,0.37238142604825,0.252054575206607,-3770.49247589293,2078
"969",0.211382624058134,0.400298185037146,0.222730606273284,0.37697120868957,0.217674387210133,-3771.71163374484,2078
"970",0.173648439815128,0.405528091887279,0.232452602252931,0.362019305859789,0.222919106872443,-3770.44319775013,2078
"971",0.23352235525226,0.413982588097877,0.229486571376393,0.356530840525729,0.253049553632018,-3776.39053816786,2078
"972",0.162984218269926,0.392721329140544,0.236508301239586,0.370770369619871,0.271307014882616,-3771.01359426223,2078
"973",0.234546039856982,0.39287779575501,0.236014539339482,0.371107664905507,0.188492181438544,-3774.50647468395,2078
"974",0.175473693092391,0.37270429215863,0.23565978365852,0.391635924182851,0.269238448304268,-3770.79831171155,2078
"975",0.195892388564612,0.369096706523643,0.240094922282562,0.390808371193795,0.2530158463168,-3771.28351462034,2078
"976",0.18255741566427,0.380749348752702,0.237553126408282,0.381697524839017,0.196410482095506,-3769.74024323124,2078
"977",0.198612911809122,0.396836417551089,0.22444449686937,0.378719085579541,0.214286437056184,-3770.44501099,2078
"978",0.197755268957593,0.393237728418878,0.233334810258767,0.373427461322355,0.223700469644033,-3769.65478183832,2078
"979",0.202216282131804,0.381121665583577,0.232926462590449,0.385951871825974,0.218899274744308,-3770.58956588773,2078
"980",0.187789609605431,0.412874010843473,0.21832553520022,0.368800453956307,0.241902273816482,-3771.70978657511,2078
"981",0.184291238867231,0.373355287506158,0.235658078016108,0.390986634477733,0.222450950855714,-3770.27905111072,2078
"982",0.199387225932491,0.372793657348828,0.238428469482873,0.388777873168299,0.230010748295505,-3770.89707139816,2078
"983",0.195435045822353,0.406905625486138,0.231766922538114,0.361327451975748,0.242199489432425,-3770.58377313389,2078
"984",0.192431964125407,0.397431717685875,0.2345404655985,0.368027816715624,0.204697383245842,-3769.59984641075,2078
"985",0.192160971485406,0.412475522405815,0.227853452510785,0.359671025083399,0.22996681263515,-3770.6340438829,2078
"986",0.191189555348157,0.402643823571288,0.224495017917181,0.372861158511532,0.18765736124837,-3770.25900843811,2078
"987",0.214278328298755,0.390737701056307,0.225393599579303,0.38386869936439,0.216782018014233,-3772.17469114549,2078
"988",0.190356193672864,0.378820912535615,0.232756937639324,0.388422149825062,0.243415546374782,-3770.27376608259,2078
"989",0.191166280874247,0.380549853042679,0.250530351125156,0.368919795832165,0.177474854927303,-3772.87080147778,2078
"990",0.187378604658688,0.389527339761608,0.245951260400254,0.364521399838138,0.171228385673014,-3772.15997593241,2078
"991",0.192896503515951,0.377948755411495,0.235400952207366,0.386650292381139,0.209984467960791,-3770.05793661615,2078
"992",0.16121292001332,0.396353680520523,0.240847342685147,0.36279897679433,0.240764195267085,-3772.03793029491,2078
"993",0.184275888612383,0.40080192088512,0.231656112317887,0.367541966796994,0.176173092249399,-3770.17442757446,2078
"994",0.187447012709299,0.390344000214566,0.234874837149967,0.374781162635468,0.193351326104252,-3769.47431288274,2078
"995",0.180542729491259,0.370333319115614,0.23986380744477,0.389802873439617,0.217634920302058,-3770.34001269596,2078
"996",0.184156710216028,0.395554318656577,0.231431968992222,0.373013712351201,0.209876380878646,-3769.29546533738,2078
"997",0.174900116139726,0.367799938781114,0.248379898880829,0.383820162338057,0.176713566811563,-3772.37229828985,2078
"998",0.185466253291209,0.404938394563197,0.225537113686576,0.369524491750227,0.212513346285796,-3769.90209198783,2078
"999",0.189201302394841,0.391580086165209,0.234532424925049,0.373887488909742,0.259500109776066,-3769.77593861496,2078
"1000",0.193962945331727,0.393757246643852,0.235064577248687,0.371178176107461,0.26379620882787,-3770.23556190049,2078
"1001",0.182090333003482,0.403370576070363,0.233204679988362,0.363424743941275,0.20118305543419,-3769.9746502946,2078
"1002",0.171684009500565,0.39713588267195,0.223556489849572,0.379307627478478,0.19102908756004,-3771.34498712248,2078
"1003",0.194189989513397,0.382922017731725,0.232367740639817,0.384710241628458,0.184133028060615,-3770.34193433007,2078
"1004",0.17968769515127,0.4098220560424,0.224487119106997,0.365690824850603,0.208416145198367,-3770.48701023231,2078
"1005",0.180358886556889,0.358633367024335,0.234151292315696,0.407215340659969,0.145614093681353,-3776.80082472095,2078
"1006",0.199030574301055,0.379112270197854,0.241404774506622,0.379482955295524,0.200878652158074,-3770.50363713422,2078
"1007",0.198770645207924,0.399655153323182,0.229372627015227,0.370972219661592,0.193782770188296,-3769.89690026772,2078
"1008",0.171229166937691,0.391714442050018,0.226120434655505,0.382165123294477,0.211685613036558,-3770.67911069473,2078
"1009",0.175808896401827,0.393521288636315,0.229464869172238,0.377013842191447,0.199325548442207,-3769.86585297025,2078
"1010",0.15856780169997,0.393507079809137,0.236504120319032,0.369988799871831,0.218421485693553,-3771.49602969393,2078
"1011",0.198280076783638,0.387440503189054,0.242461770459937,0.370097726351008,0.23343093452837,-3770.71305219374,2078
"1012",0.174904978971371,0.384066460246742,0.237509361437564,0.378424178315693,0.281548053143108,-3770.20191944381,2078
"1013",0.181718638412324,0.400000324299679,0.232101235211396,0.367898440488924,0.226984962579114,-3769.50842610959,2078
"1014",0.169950422680691,0.388113197029316,0.234717351515009,0.377169451455675,0.218779543553805,-3769.7967512682,2078
"1015",0.191705095071001,0.387870050571651,0.236103106840081,0.376026842588268,0.166722476146204,-3770.45559891712,2078
"1016",0.203720011174269,0.377192865166147,0.235863266134171,0.386943868699682,0.216743932387984,-3770.87683202009,2078
"1017",0.176756231195273,0.390578289482411,0.237796211585081,0.371625498932508,0.237871310494855,-3769.58170997866,2078
"1018",0.155401698472128,0.403628388131067,0.228386158640769,0.367985453228164,0.182437373603285,-3773.58635970016,2078
"1019",0.176849994728908,0.402482452726264,0.225449289131995,0.372068258141741,0.19733702889206,-3770.32885118017,2078
"1020",0.176143329450184,0.390369044546014,0.242991048823184,0.366639906630803,0.303043108846882,-3771.96705467878,2078
"1021",0.177875170315303,0.389184543256642,0.224119130530305,0.386696326213053,0.180294387681537,-3771.70054207825,2078
"1022",0.171583004115612,0.384955431457577,0.250795269491328,0.364249299051095,0.258415659442293,-3772.9664962446,2078
"1023",0.15407021801974,0.393330996022022,0.234752653391501,0.371916350586477,0.293854832075682,-3772.71248351061,2078
"1024",0.189433607317776,0.402221142461588,0.22324882326822,0.374530034270192,0.179795028924938,-3770.67901266097,2078
"1025",0.192800964882535,0.388882489895642,0.233582494764069,0.377535015340289,0.188793871582408,-3769.69442194281,2078
"1026",0.167274646511399,0.386151760056586,0.242315955545647,0.371532284397767,0.271294737699235,-3770.95391284146,2078
"1027",0.175753551582599,0.404363744238419,0.235987861016854,0.359648394744727,0.246788117860671,-3770.86350424027,2078
"1028",0.181813038272239,0.386373913894461,0.229927086466926,0.383698999638613,0.277546026407171,-3770.48757107938,2078
"1029",0.17768915023007,0.358005364043109,0.255364078747502,0.386630557209389,0.241546966258491,-3773.30300894968,2078
"1030",0.184828448867347,0.383467486918465,0.238727072643488,0.377805440438047,0.227888416602117,-3769.41397547251,2078
"1031",0.167240872451133,0.39334153696395,0.236199453955908,0.370459009080143,0.282242447661449,-3770.84325531336,2078
"1032",0.163647491395632,0.388320803622581,0.234281149657581,0.377398046719838,0.224114136148959,-3770.43875719126,2078
"1033",0.185631949829291,0.427706767034372,0.223184705031994,0.349108527933634,0.252134706756084,-3773.57391866493,2078
"1034",0.16312922528083,0.395509475545612,0.23052398534698,0.373966539107409,0.204788326515099,-3770.98570492344,2078
"1035",0.178375363885377,0.402318551978828,0.227819689959397,0.369861758061775,0.267347412524744,-3770.39970640535,2078
"1036",0.168761551546095,0.387829139341021,0.227158006429815,0.385012854229164,0.293131081365862,-3771.74676807445,2078
"1037",0.190878135774691,0.396163098775633,0.232339301712804,0.371497599511563,0.220383345141328,-3769.3513500939,2078
"1038",0.153785955505913,0.36459759229757,0.24110238887159,0.39430001883084,0.343584900523075,-3774.80871565593,2078
"1039",0.16868781479307,0.382745660136426,0.24229953683215,0.374954803031423,0.214042228507568,-3770.45721069946,2078
"1040",0.170791533186053,0.384354887808823,0.229551024437707,0.386094087753469,0.226743557162933,-3770.43973041308,2078
"1041",0.165450316730924,0.402015725917349,0.228218463211861,0.36976581087079,0.26195600535313,-3771.11881337078,2078
"1042",0.185353930276768,0.383642389856431,0.232143412078707,0.384214198064861,0.242982282774432,-3769.72224688061,2078
"1043",0.195660908895177,0.398915777221859,0.231014924495044,0.370069298283097,0.223456284477155,-3769.6372124933,2078
"1044",0.186991402563615,0.402312410105321,0.233984101054271,0.363703488840408,0.241275030973596,-3770.00774835824,2078
"1045",0.195927854479012,0.392884278784394,0.23678760143669,0.370328119778916,0.210763761076581,-3769.72857445943,2078
"1046",0.185371110760238,0.385557618853065,0.240699556928789,0.373742824218146,0.297122236154352,-3771.10025191594,2078
"1047",0.18360206445519,0.373962634309639,0.241935565347446,0.384101800342915,0.212166758449673,-3770.06395232251,2078
"1048",0.206075594381707,0.386690008764807,0.236623627484719,0.376686363750473,0.211025564983238,-3770.45147030469,2078
"1049",0.159114116479649,0.401680072393149,0.225139748451111,0.37318017915574,0.233915813931884,-3772.14322487304,2078
"1050",0.199835947047791,0.392625412927407,0.239201557759364,0.36817302931323,0.235290109081732,-3770.51245930605,2078
"1051",0.196413311697985,0.408504389259709,0.228024024009031,0.36347158673126,0.21427390023698,-3770.19554379007,2078
"1052",0.198674316157867,0.396344362968609,0.224394600002403,0.379261037028988,0.255696713591627,-3771.12642306356,2078
"1053",0.181430720888828,0.368645555702222,0.24755678672535,0.383797657572428,0.144518719158521,-3773.97143257778,2078
"1054",0.174890999007113,0.417536370802973,0.219748659208907,0.36271496998812,0.176242147015825,-3772.75868380877,2078
"1055",0.176730454633347,0.408714867334549,0.226813317286516,0.364471815378934,0.227948430766361,-3770.40044074658,2078
"1056",0.192521972758018,0.404533547380973,0.21915196902226,0.376314483596767,0.23085178626951,-3771.34414999358,2078
"1057",0.198576426755955,0.388921471986609,0.234690719011707,0.376387809001684,0.192127906641474,-3769.88521454813,2078
"1058",0.189983366832562,0.397437475783207,0.234346900547432,0.368215623669361,0.207429784636849,-3769.50291374369,2078
"1059",0.167027019181247,0.374687034782192,0.246415217886315,0.378897747331493,0.242367597739388,-3771.08362167214,2078
"1060",0.181252995296062,0.38800981707069,0.240841875854885,0.371148307074425,0.206419205070414,-3769.84551979898,2078
"1061",0.174165027284246,0.391137833069501,0.233578205915388,0.37528396101511,0.18838887246026,-3770.01214444282,2078
"1062",0.192150067977342,0.389952608350735,0.24007656817872,0.369970823470545,0.218174638427009,-3769.88716324475,2078
"1063",0.176533644837239,0.375970535738918,0.233997625838447,0.390031838422635,0.265166187183827,-3770.54590415534,2078
"1064",0.169311526067522,0.367137829268003,0.243533184513216,0.389328986218781,0.275962063941522,-3771.31932481587,2078
"1065",0.188033899783966,0.406161595645164,0.23114411450443,0.362694289850406,0.189677285560553,-3770.15037915374,2078
"1066",0.193624056295066,0.402080379480396,0.239403576930753,0.358516043588851,0.257471176228667,-3771.68745118432,2078
"1067",0.194534946398715,0.386139885464769,0.234285027783608,0.379575086751623,0.308777293698858,-3771.83255946499,2078
"1068",0.198174370576981,0.384117657255604,0.238270971089507,0.377611371654888,0.19343299058911,-3770.10700376246,2078
"1069",0.199000713631079,0.399528704038873,0.238903051596384,0.361568244364744,0.218674177705015,-3770.86083373175,2078
"1070",0.201176940849913,0.385741976177888,0.23499584225881,0.379262181563302,0.260310920071136,-3770.69985247747,2078
"1071",0.183022539882572,0.373781619523412,0.244210162502639,0.382008217973949,0.252677470483927,-3770.37589975126,2078
"1072",0.194738792152295,0.385387694789472,0.237072799339396,0.377539505871132,0.25109830835583,-3769.97603135906,2078
"1073",0.184773662297334,0.395233012171238,0.234528792094509,0.370238195734253,0.198595552696081,-3769.4704586532,2078
"1074",0.197063589409606,0.366443433563159,0.238802661631195,0.394753904805647,0.230125848146603,-3771.59816842757,2078
"1075",0.199363049848357,0.418590280323943,0.231169922524657,0.3502397971514,0.229296673889838,-3772.45214827047,2078
"1076",0.186105871889893,0.376283914638644,0.238609954390278,0.385106130971078,0.227749796591367,-3769.77842515975,2078
"1077",0.184835964413247,0.389624256085753,0.235513526144449,0.374862217769799,0.203778010634193,-3769.32086707355,2078
"1078",0.180806652098973,0.40237799555406,0.236658823058118,0.360963181387822,0.295056790457769,-3771.84557302576,2078
"1079",0.172008349733334,0.38451221272711,0.235351428606729,0.380136358666161,0.197949579105194,-3770.01592633474,2078
"1080",0.194730617130686,0.392046238911612,0.229826459466409,0.378127301621979,0.248944819326189,-3769.99378092712,2078
"1081",0.192434968419837,0.387815703007414,0.236530101847109,0.375654195145477,0.313725129803334,-3771.88482137109,2078
"1082",0.196534179634385,0.400116606150087,0.228175838573267,0.371707555276645,0.186478634379736,-3769.98657909064,2078
"1083",0.199787566588701,0.402016926263086,0.225310270466572,0.372672803270343,0.206080416696501,-3770.21459986701,2078
"1084",0.167446492513568,0.389548557945983,0.240205496205229,0.370245945848789,0.251364823374713,-3770.52198368708,2078
"1085",0.18640794758873,0.399715497726691,0.230036720009705,0.370247782263603,0.189154617112602,-3769.69899384585,2078
"1086",0.216716464387112,0.390699711215454,0.234330609975573,0.374969678808973,0.188152704304392,-3771.61932779671,2078
"1087",0.186996769907738,0.400381078404913,0.230858023327707,0.36876089826738,0.180694337988492,-3769.93467368009,2078
"1088",0.171921675472829,0.388703555736906,0.227455686964582,0.383840757298512,0.240301078227629,-3770.4623722009,2078
"1089",0.183254484008891,0.373546014306639,0.243073265072957,0.383380720620404,0.226145959399461,-3770.09684808162,2078
"1090",0.17034294023604,0.374188982750907,0.231910310325499,0.393900706923593,0.242260275859461,-3771.23203084018,2078
"1091",0.180666325422214,0.387261963152958,0.239115474015746,0.373622562831296,0.227067825806144,-3769.46999310249,2078
"1092",0.188520600936621,0.409595218151357,0.233313944219993,0.35709083762865,0.20583934832328,-3770.69896640237,2078
"1093",0.20550722082176,0.39236874672526,0.2237004218088,0.38393083146594,0.163414263738372,-3772.37782769472,2078
"1094",0.20700577294955,0.414434441576287,0.231192169722986,0.354373388700727,0.212369173115123,-3771.94815169954,2078
"1095",0.170998994758356,0.392326763486396,0.238817818918552,0.368855417595052,0.219454388199873,-3770.13936532235,2078
"1096",0.186784408569759,0.38623744407368,0.227094693523364,0.386667862402955,0.228306703968016,-3770.32964930676,2078
"1097",0.197930434892583,0.414030696592968,0.233998088260078,0.351971215146953,0.250289118605417,-3772.5427850715,2078
"1098",0.18857087444205,0.380094359450427,0.233758985434613,0.38614665511496,0.24480603475688,-3769.94734718345,2078
"1099",0.182063644898419,0.399316042968166,0.228331240725977,0.372352716305857,0.217109128195232,-3769.52845649002,2078
"1100",0.20036246656323,0.401686901417879,0.231904579526419,0.366408519055702,0.174568479775009,-3770.51057767493,2078
"1101",0.179758303507782,0.379858192676369,0.241609772322902,0.378532035000729,0.2008023949817,-3769.96441195425,2078
"1102",0.16067931552384,0.403569588292576,0.235950041615429,0.360480370091995,0.262907287600418,-3772.37810878058,2078
"1103",0.191601659697455,0.405066519198527,0.226179986188651,0.368753494612822,0.214314110485702,-3769.87245107705,2078
"1104",0.21758000976048,0.390387561945626,0.232193084370353,0.377419353684021,0.183758665542698,-3771.80913917178,2078
"1105",0.194428597813922,0.39493800293373,0.232046951126569,0.373015045939701,0.232758197833074,-3769.56404867653,2078
"1106",0.177947827947515,0.406755289517222,0.228203903548351,0.365040806934427,0.177353607392986,-3770.80089464094,2078
"1107",0.1727512549945,0.399751162698345,0.228168512036542,0.372080325265113,0.248541776582185,-3770.15745596694,2078
"1108",0.19848679281213,0.403863940039176,0.232191553094252,0.363944506866572,0.180033510224805,-3770.44695239283,2078
"1109",0.194835700185595,0.397316793111678,0.230346344790058,0.372336862098264,0.124340489220463,-3773.58782953877,2078
"1110",0.183297166401613,0.397974286624335,0.233435813324139,0.368589900051526,0.191681396550413,-3769.68667095044,2078
"1111",0.182277671236721,0.397529378666042,0.227004509369183,0.375466111964775,0.232832534086362,-3769.70736725584,2078
"1112",0.172401722942603,0.394326976487512,0.233366843758123,0.372306179754365,0.163201073588561,-3771.25970153305,2078
"1113",0.162703083259752,0.398975455983901,0.235152292186742,0.365872251829357,0.236325722809145,-3771.1149215245,2078
"1114",0.207444208429059,0.400697491592134,0.217308117491397,0.38199439091647,0.169915076941943,-3773.42735370382,2078
"1115",0.200815901709468,0.398675071247249,0.229373016430041,0.37195191232271,0.174111052557163,-3770.42579510029,2078
"1116",0.18583036546508,0.399877846603473,0.237475673527848,0.362646479868679,0.205211365661512,-3770.15322424411,2078
"1117",0.170788740283677,0.38689950099124,0.239268730176345,0.373831768832416,0.190029657874278,-3770.46792786039,2078
"1118",0.189346842080348,0.351579228821755,0.24999913064722,0.398421640531025,0.264109680174951,-3773.7910450351,2078
"1119",0.181272674995967,0.383719558899253,0.23454833200013,0.381732109100617,0.267545210009344,-3769.86721952626,2078
"1120",0.186362814131262,0.385927661769865,0.23759075950786,0.376481578722275,0.209167127822617,-3769.38209407664,2078
"1121",0.174989924808854,0.364521330128768,0.239747223475625,0.395731446395607,0.215810144928952,-3771.34820924867,2078
"1122",0.19307622490786,0.388204722515848,0.232799197163813,0.378996080320339,0.20423421645841,-3769.52068855772,2078
"1123",0.171377328762786,0.400177733166286,0.239171538066879,0.360650728766835,0.238841410337918,-3771.09750038405,2078
"1124",0.221521573285972,0.385655794197254,0.233793596031256,0.38055060977149,0.154479449436689,-3773.56593948159,2078
"1125",0.183509446109003,0.391344346622507,0.232877550297014,0.375778103080479,0.182903992650768,-3769.75755358856,2078
"1126",0.214184394422678,0.414402296220599,0.230543337000991,0.35505436677841,0.170033490364015,-3772.79748429234,2078
"1127",0.195382846052829,0.399824834986806,0.23278516655151,0.367389998461685,0.223190750893796,-3769.73361365519,2078
"1128",0.204443258382415,0.406619521593685,0.221222606736867,0.372157871669448,0.199588718702139,-3771.18696796766,2078
"1129",0.189925259650139,0.416282415427209,0.226718868857975,0.356998715714817,0.188162102168732,-3771.13314536389,2078
"1130",0.183084964393603,0.366172668804967,0.240233731195109,0.393593599999923,0.235882317666523,-3770.85509382611,2078
"1131",0.185362712297243,0.404616961947451,0.232636473184361,0.362746564868188,0.218260109533324,-3769.89761517711,2078
"1132",0.1852493875867,0.375345325025605,0.227583218071663,0.397071456902732,0.231595551786312,-3771.88382918337,2078
"1133",0.167623178304604,0.398917697689389,0.228418995892227,0.372663306418385,0.25546074192823,-3770.61898192472,2078
"1134",0.208275080647813,0.385819298463051,0.230122525389541,0.384058176147409,0.189261923746419,-3771.20771508403,2078
"1135",0.187671403893073,0.384610193904805,0.231664290121572,0.383725515973623,0.203733584437375,-3769.72049560095,2078
"1136",0.182776750980567,0.395640348712698,0.226806443443036,0.377553207844265,0.219147769129118,-3769.71390259589,2078
